id,date,kms,alti,lat_deg,lat_min,long_deg,long_min,poids,taille,id_couleur,couleur,id_matiere,matiere,id_origine,origine,id_pays,pays,post,objet,gps,lieu,contexte,depart,arrivee,annee,mois,jour,kms_cumule,kms_depart_vol_oiseau,kms_depart_corde,kms_etape_segments,kms_etape_cumule,lat_dec,long_dec,lat_rad,long_rad,lat_x,long_y
865,42135,35,1289,41,47.048,34,5.276,1.37,18,14,Gris,2,Métallique,2,Artificiel,17,Turquie,0,"Fragment de briquet ","N 41°47,048' E 34°05,276'","Route de Kastamonu, Turquie","De la mer à la neige en une journée ",Abana,Route-de-Kastamonu,2015,5,11,12683,3054.3771192763757,3025.2264163275086,22.36442286671923,#NUM!,41.78413333333334,34.08793333333333,0.7292700857703704,0.594946169337037,0,0
866,42136,60,793,41,28.063,33,46.627,0.28,18,13,Blanc,7,Animale,1,Naturel,17,Turquie,0,"Dent de chien","N 41°28,063' E 33°46,627'","Route de Kastamonu, Turquie","Après la montée",Route-de-Kastamonu,Route-de-Kastamonu,2015,5,12,12743,3046.932878757317,3017.994393658881,43.66228348177707,#NUM!,41.46771666666667,33.777116666666664,0.7237475777935185,0.5895213997157407,0,0
867,42137,50,792,41,13.127,33,28.22,4.54,20,2,Orange,6,Minérale,1,Naturel,17,Turquie,0,"Pierre rose","N 41°13,127' E 33°28,22'","Akkaya, route d'Araç, Turquie","A petits pas",Route-de-Kastamonu,Akkaya,2015,5,13,12793,3036.649065296983,3008.0020546427504,37.721270114040664,#NUM!,41.218783333333334,33.470333333333336,0.7194028751787036,0.5841670249814815,0,0
868,42138,75,264,41,13.381,32,43.137,1.85,50,14,Gris,2,Métallique,2,Artificiel,17,Turquie,0,"Languette alu ","N 41°13,381' E 32°43,137'","Route de Karabük, Turquie ","Un repas offert dans les jardins de la mosquée",Akkaya,Route-de-Karabük,2015,5,14,12868,2980.508897387809,2953.4187153836024,62.86350120754047,#NUM!,41.223016666666666,32.71895,0.7194767607212962,0.5710529229472222,0,0
869,42139,50,77,40,56.905,32,33.084,0.24,180,13,Blanc,7,Animale,1,Naturel,17,Turquie,0,"Laine de mouton","N 40°56,905' E 32°33,084'","Eskipazar, Turquie ","Lessive dans la rivière",Route-de-Karabük,Eskipazar,2015,5,15,12918,2982.103823381825,2954.9702081452233,33.617842138646374,#NUM!,40.94841666666667,32.5514,0.7146840906435185,0.5681286262555556,0,0
870,42140,45,992,40,46.268,31,59.302,1.51,15,3,"Jaune Orangé",6,Minérale,2,Artificiel,17,Turquie,1,"Cailloux peint ","N 40°46,268' E 31°59,302'","Yeniçağa, Turquie","Bivouac avec William (UK)",Eskipazar,Yeniçağa,2015,5,16,12963,2949.4236828761423,2923.1708129100566,51.30402247767358,#NUM!,40.77113333333333,31.988366666666668,0.7115899153814815,0.5583018490907408,0,0
871,42141,65,656,40,45.474,31,22.003,0.89,58,6,Vert,3,Plastique,2,Artificiel,17,Turquie,0,"Sifflet ","N 40°45,474' E 31°22,003'","Route de Düzce, Turquie","Routine sur voix rapide ",Yeniçağa,Route-de-Düzce,2015,5,17,13028,2903.8896373461093,2878.8319347960805,52.39008045035004,#NUM!,40.7579,31.366716666666665,0.7113589503388889,0.5474520189601851,0,0
872,42142,75,26,40,46.184,30,36.707,0.93,31,17,Brun,7,Animale,1,Naturel,17,Turquie,0,"Patte de tortue ","N 40°46,184' E 30°36,707'","Yeniormanköy, Turquie","L'orage passe ",Route-de-Düzce,Yeniormanköy,2015,5,18,13103,2847.1603175034807,2823.5402948172386,63.6117565324354,#NUM!,40.769733333333335,30.611783333333335,0.7115654807925925,0.5342759577898148,0,0
873,42143,85,12,40,46.694,29,39.779,2.96,30,16,Transparent,0,Mixte,2,Artificiel,17,Turquie,0,"ampoule de phare de voiture","N 40°46,694' E 29°39,779'","Hereke, Turquie ","Voix rapide ",Yeniormanköy,Hereke,2015,5,19,13188,2776.2465145981014,2754.345111727785,79.92334392890847,#NUM!,40.77823333333333,29.662983333333333,0.7117138336537038,0.5177162878342593,0,0
874,42144,85,89,41,1.985,28,58.914,1.05,12,4,Jaune,2,Métallique,2,Artificiel,17,Turquie,0,"Objet laiton","N 41°01,985' E 28°58,914'","Beyoğlu, Istanbul, Turquie","Entrée à Istambul",Hereke,Istanbul,2015,5,20,13273,2712.3860574466494,2691.9593098650384,63.88676494826657,#NUM!,41.03308333333333,28.9819,0.7161618014953703,0.5058291512277778,0,0
875,42145,10,32,41,0.152,28,55.91,1.45,12,4,Jaune,2,Métallique,2,Artificiel,17,Turquie,1,"Fermeture éclaire","N 41°00,152' E 28°55,910'","Koca Maustafa Paşa, Istanbul, Turquie","1er déménagement à Islambul ",Istanbul,Istanbul,2015,5,21,13283,2710.255124680621,2689.876410417671,5.403694022929527,#NUM!,41.00253333333333,28.931833333333334,0.7156286038592593,0.504955323787037,0,0
876,42146,0,15,41,0.152,28,55.91,1.24,12,11,"Rouge Violet",8,Verre,2,Artificiel,17,Turquie,0,Perle,"N 41°00,152' E 28°55,910'","Fatih, İstanbul, Turquie","Journée boulot et petit déjeunerturque",Istanbul,Istanbul,2015,5,22,13283,2710.255124680621,2689.876410417671,0,#NUM!,41.00253333333333,28.931833333333334,0.7156286038592593,0.504955323787037,0,0
877,42147,0,38,41,2.23,28,58.532,1.33,40,4,Jaune,0,Mixte,2,Artificiel,17,Turquie,0,"Perles dorées","N 41°02,230' E 28°58,532'","Pasaj office","Rencontre avec Giorgio de PASAJ ",Istanbul,Istanbul,2015,5,23,13283,2711.7017994136454,2691.290483879531,5.318600711892877,#NUM!,41.037166666666664,28.975533333333335,0.7162330690462962,0.5057180320259259,0,0
878,42148,10,41,41,2.23,28,58.532,1.14,17,7,"Bleu Vert",3,Plastique,2,Artificiel,17,Turquie,0,"Capuchon latex bleu","N 41°02,230' E 28°58,532'","Süslü Saksi, Taksim, Istanbul, Turquie","2ème déménagement ",Istanbul,Istanbul,2015,5,24,13293,2711.7017994136454,2691.290483879531,0,#NUM!,41.037166666666664,28.975533333333335,0.7162330690462962,0.5057180320259259,0,0
879,42149,0,36,41,1.858,28,58.786,0.67,7,17,Brun,2,Métallique,2,Artificiel,17,Turquie,1,"Petit écrou","N 41°01,858' E 28°58,786'","Atölye Istanbul, Istanbul, Turquie ","Rencontre avec le makerspace Atölye Istanbul ",Istanbul,Istanbul,2015,5,25,13293,2712.337427288695,2691.911776717424,0.775695088969534,#NUM!,41.030966666666664,28.979766666666666,0.7161248587240739,0.5057919175685185,0,0
880,42150,0,82,41,2.28,28,59.134,0.2,38,12,Rouge,3,Plastique,2,Artificiel,17,Turquie,0,Sabre,"N 41°02,280' E 28°59,134'","Taksim Square, Istanbul, Turquie","Retrouvailles avec Roxana",Istanbul,Istanbul,2015,5,26,13293,2712.4034179798373,2691.976278765816,0.9212907077562809,#NUM!,41.038,28.985566666666667,0.7162476134444443,0.5058931465796296,0,0
881,42151,0,65,41,2.115,28,58.554,1,69,6,Vert,3,Plastique,2,Artificiel,17,Turquie,0,"Cartouche d'encre verte","N 41°02,115' E 28°58,554'","Tarlabaşı, Istanbul, Turquie","Dernier repas avec Gurvan et Leila",Istanbul,Istanbul,2015,5,27,13293,2711.8283559349475,2691.414186760741,0.8667665316969947,#NUM!,41.03525,28.9759,0.7161996169305554,0.5057244315611111,0,0
882,42152,0,53,41,2.117,28,58.553,0.86,20,8,Bleu,3,Plastique,2,Artificiel,17,Turquie,0,"Tête de canard","N 41°02,117' E 28°58,553'","Beyoğlu, Istanbul, Turquie","Modern Art Museum ",Istanbul,Istanbul,2015,5,28,13293,2711.8253910110857,2691.41128869404,0.003962322196833428,#NUM!,41.03528333333333,28.975883333333332,0.7162001987064813,0.5057241406731481,0,0
883,42153,0,65,41,1.941,28,58.693,2.22,154,17,Brun,7,Animale,2,Artificiel,17,Turquie,0,Bracelet,"N 41°01,941' E 28°58,693'","Tepebaçi, Istanbul, turquie","Interview Atölye ",Istanbul,Istanbul,2015,5,29,13293,2712.150651925118,2691.729214311371,0.38049047519716445,#NUM!,41.03235,28.97821666666667,0.716149002425,0.505764864987963,0,0
884,42154,0,93,41,2.152,28,58.872,0.41,10,4,Jaune,2,Métallique,2,Artificiel,17,Turquie,0,"Tour Eiffel ","N 41°02,152' E 28°58,872'","Taksim, Istanbul, Turquie","Promenade ",Istanbul,Istanbul,2015,5,30,13293,2712.1898258238293,2691.767504640533,0.4643770013997284,#NUM!,41.035866666666664,28.9812,0.7162103797851851,0.5058169339333334,0,0
885,42155,0,59,41,1.97,28,58.444,0.87,14,14,Gris,0,Mixte,2,Artificiel,17,Turquie,0,Mini-speaker,"N 41°01,970' E 28°58,444'","Beyoğlu, Istanbul, Turquie","Recherche d'un vélo",Istanbul,Istanbul,2015,5,31,13293,2711.817534460781,2691.403609303281,0.6870327928622962,#NUM!,41.032833333333336,28.974066666666666,0.7161574381759259,0.5056924338851851,0,0
886,42156,0,110,41,1.955,28,58.53,0.88,15,15,Noir,3,Plastique,2,Artificiel,17,Turquie,0,"Objet caoutchouc noir","N 41°01,955' E 28°58,530'",Galataseray,"RDV Aynur - RDV Zeynep",Istanbul,Istanbul,2015,6,1,13293,2711.9368930938726,2691.520276374999,0.12343227360185384,#NUM!,41.032583333333335,28.9755,0.7161530748564815,0.50571745025,0,0
887,42157,0,14,41,1.638,28,58.762,3.79,23,14,Gris,2,Métallique,2,Artificiel,17,Turquie,1,"Maillon de bracelet de montre","N 41°01,638' E 28°58,762'","Beyoğlu, Istanbul, Turquie","Recherche velo",Istanbul,Istanbul,2015,6,2,13293,2712.4978568160473,2692.068587089821,0.6712560267256377,#NUM!,41.0273,28.979366666666667,0.7160608633722221,0.5057849362574074,0,0
888,42158,0,24,41,1.569,28,58.616,8.16,23,14,Gris,2,Métallique,2,Artificiel,17,Turquie,0,Inox,"N 41°01,569' E 28°58,616'","Beyoğlu, Istanbul, Turquie","Atelier metal et interview",Istanbul,Istanbul,2015,6,3,13293,2712.3768678758847,2691.950327597738,0.24093652789209624,#NUM!,41.02615,28.976933333333335,0.7160407921027778,0.5057424666148148,0,0
889,42159,0,78,41,2.457,28,59.116,1.38,38,14,Gris,0,Mixte,2,Artificiel,17,Turquie,0,Broche,"N 41°02,456' E 28°59,115'","Tarlabaşı, Istanbul, Turquie","Présentation Geocyclab à PASAJ",Istanbul,Istanbul,2015,6,4,13293,2712.2282918534133,2691.8051030418537,1.788476543139391,#NUM!,41.04095,28.985266666666668,0.7162991006138889,0.5058879105962963,0,0
890,42160,0,54,41,2.175,28,58.52,1.4,25,14,Gris,2,Métallique,2,Artificiel,17,Turquie,0,"Fragment de clé","N 41°02,175' E 28°58,520'","Beyoğlu,Istambul, Turquie","Travail ""à domicile""",Istanbul,Istanbul,2015,6,5,13293,2711.734460930952,2691.322408959084,0.9837454799385685,#NUM!,41.03625,28.97533333333333,0.7162170702083333,0.5057145413703703,0,0
891,42161,0,53,41,1.559,28,58.423,3.34,42,3,"Jaune Orangé",0,Mixte,2,Artificiel,17,Turquie,0,"Fragment coupe ongle","N 41°01,559' E 28°58,423'","Beyoğlu,Istambul, Turquie","footage pour Geo magazine",Istanbul,Istanbul,2015,6,6,13293,2712.1467378076068,2691.725388475609,1.14995095307995,#NUM!,41.025983333333336,28.973716666666668,0.7160378832231482,0.505686325237963,0,0
892,42162,0,89,41,2.072,28,59.074,0.52,100,15,Noir,0,Mixte,2,Artificiel,17,Turquie,1,"Perles noire","N 41°02,072' E 28°59,074'","Taksim, Istambul, Turquie","Elections parlementaires ",Istanbul,Istanbul,2015,6,7,13293,2712.508849812969,2692.079332078381,1.316489180254031,#NUM!,41.034533333333336,28.984566666666666,0.7161871087481482,0.5058756933018518,0,0
893,42163,0,4,40,59.558,29,1.42,0.16,11,14,Gris,3,Plastique,2,Artificiel,17,Turquie,0,"D imprimé","N 40°59,558' E 29°01,420'","Kadıköy, Istanbul, Turquie","Visite Iskele47",Istanbul,Istanbul,2015,6,8,13293,2717.5857885356245,2697.0415179662705,5.699779818252921,#NUM!,40.99263333333333,29.023666666666667,0.7154558164092591,0.506558116462963,0,0
894,42164,0,97,41,2.76,28,53.776,0.31,15,8,Bleu,3,Plastique,2,Artificiel,17,Turquie,1,Bouton,"N 41°02,760' E 28°53,776'","Kocatepe, Istanbul, Turquie","Achat vélo, reunion Geo-mag ",Istanbul,Istanbul,2015,6,9,13293,2705.3600894334445,2685.0914294338613,12.228520808062695,#NUM!,41.046,28.896266666666666,0.7163872396666666,0.504334568874074,0,0
895,42165,0,77,41,2.021,28,58.667,7.05,32,0,Mixte,0,Mixte,2,Artificiel,17,Turquie,0,Potentiomètre,"N 41°02.021' E 28° 58,667'","Galatasaray,Istanbul","Speed et préparatif du départ",Istanbul,Istanbul,2015,6,10,13293,2712.049366445082,2691.630213213329,6.974525762707035,#NUM!,41.033683333333336,28.977783333333335,0.716172273462037,0.5057573019009259,0,0
896,42166,0,59,41,2.14,28,58.534,0.14,25,11,"Rouge Violet",3,Plastique,2,Artificiel,17,Turquie,0,"Rose plastique","N 41°02,140' E 28°58,534'","Tarlabasi, Istanbul, Turquie","derniers préparatifs",Istanbul,Istanbul,2015,6,11,13293,2711.782015614767,2691.3688913688748,0.2885328655981488,#NUM!,41.035666666666664,28.975566666666666,0.7162068891296296,0.5057186138018518,0,0
897,42167,25,38,41,40.445,26,32.518,4.6,16,14,Gris,2,Métallique,2,Artificiel,18,Bulgarie,0,Vis,"N 41°40,445' E 26°32,518'","Edirne, Turquie ","Bus et départ d'Istanbul",Istanbul,Edirne,2015,6,12,13318,2498.661503658086,2482.6874228685683,215.22249113811128,#NUM!,41.674083333333336,26.541966666666667,0.7273493525509258,0.46324431700185187,0,0
898,42168,40,61,41,46.653,26,11.131,4.49,21,13,Blanc,6,Minérale,1,Naturel,18,Bulgarie,0,Pierre,"N 41°46,653' E 26°11,131'","Svilengrad, Bulgarie","Welcome in Bulgaria ",Edirne,Svilengrad,2015,6,13,13358,2467.056212269001,2451.6799168301227,31.74889942722469,#NUM!,41.77755,26.18551666666667,0.7291551850249999,0.45702309613796294,0,0
899,42169,10,57,41,46.661,26,11.101,1.27,15,17,Brun,6,Minérale,1,Naturel,18,Bulgarie,0,"Pierre rose","N 41°46,661' E 26°11,101'","Svilengrad, Bulgarie ","Tournage checkpoint 014",Svilengrad,Svilengrad,2015,6,14,13368,2467.0124905876246,2451.637011618956,0.044044614709642826,#NUM!,41.777683333333336,26.185016666666666,0.7291575121287037,0.45701436949907404,0,0
900,42170,5,65,41,45.957,26,12.051,0.03,15,11,"Rouge Violet",3,Plastique,2,Artificiel,18,Bulgarie,0,"Ornement plastique rose","N 41°45,957' E 26°12,051'","Svilengrad, Bulgarie","Sam is back ",Svilengrad,Svilengrad,2015,6,15,13373,2468.7715439114945,2453.3631931432137,1.8515524118511992,#NUM!,41.76595,26.20085,0.7289527270027777,0.4572907130638889,0,0
901,42171,5,53,41,46.497,26,11.338,1.56,15,14,Gris,2,Métallique,2,Artificiel,18,Bulgarie,1,"DKNK métal ","N 41°46,497' E 26°11,338'","Svilengrad, Bulgarie","Bières et Orage",Svilengrad,Svilengrad,2015,6,16,13378,2467.4416250447302,2452.058131057915,1.4049320652746558,#NUM!,41.77495,26.188966666666666,0.7291098065027778,0.4570833099462962,0,0
902,42172,50,274,42,5.118,26,6.032,0.55,0,14,Gris,3,Plastique,2,Artificiel,18,Bulgarie,0,"Capuchon plastique argenté ","N 42°05,118' E 26°06,032'","Glavan, Bulgarie","On s'enfonce en terre bulgare ",Svilengrad,Glavan,2015,6,17,13428,2445.592939928335,2430.6139961322556,35.28617142238374,#NUM!,42.0853,26.100533333333335,0.7345264312611111,0.4555398584148148,0,0
903,42173,40,175,42,22.033,26,5.225,2.78,56,16,Transparent,0,Mixte,2,Artificiel,18,Bulgarie,0,"Parfum ","N 42°22,033' E 26°05,225'","Mlekarevo, Bulgarie","Un Jour de pluie ",Glavan,Mlekarevo,2015,6,18,13468,2431.027705471424,2416.3144798197227,31.376095080887673,#NUM!,42.367216666666664,26.087083333333332,0.7394468011546296,0.4553051118287037,0,0
904,42174,50,264,42,38.762,25,49.811,2.25,140,2,Orange,0,Mixte,2,Artificiel,18,Bulgarie,0,Collier,"N 42°38,762' E 25°49,811'","Gurkovos, Bulgarie","Camping sur le lac ",Mlekarevo,Gurkovos,2015,6,19,13518,2398.824443381929,2384.6875377300303,37.48930768201523,#NUM!,42.646033333333335,25.830183333333334,0.744313065887037,0.45082136476759255,0,0
905,42175,70,152,43,4.625,25,33.728,1.3,38,3,"Jaune Orangé",0,Mixte,2,Artificiel,18,Bulgarie,0,"Circuit électronique ","N 43°04,625' E 25°33,728'","Ledenik, Bulgarie","On passe la montagne",Gurkovos,Ledenik,2015,6,20,13588,2359.2224113961706,2345.7733861858146,52.68979472435174,#NUM!,43.077083333333334,25.562133333333332,0.7518363012731482,0.4461430136592592,0,0
906,42176,15,303,43,5.293,25,25.54,1,28,1,"Rouge Orangé",0,Mixte,2,Artificiel,18,Bulgarie,0,"Bijoux ","N 43°05,293' E 25°25,540'","Balvan, Bulgarie","Été de merde ",Ledenik,Balvan,2015,6,21,13603,2348.5750770915106,2335.3071157735767,11.154987688216968,#NUM!,43.08821666666667,25.425666666666668,0.7520306144324074,0.44376122301851856,0,0
907,42177,35,278,43,2.92,25,5.157,0.31,21,17,Brun,1,Végétale,1,Naturel,18,Bulgarie,1,"mini Pomme de pin ","N 43°02,920' E 25°05,157'","Sevlievo, Bulgarie","Arrivée chez Zoya et Stanimir (warmshower)",Balvan,Sevlievo,2015,6,22,13638,2325.088305573484,2312.2139979379226,27.952013386276207,#NUM!,43.04866666666667,25.08595,0.7513403372962963,0.43783205366944444,0,0
908,42178,0,276,43,2.907,25,5.19,0.57,18,17,Brun,3,Plastique,2,Artificiel,18,Bulgarie,0,"Capuchon cordon","N 43°02,907 E 25°05,190'","Sivlievo, Bulgarie",Travail,Sevlievo,Sevlievo,2015,6,23,13638,2325.138936538946,2312.263788768013,0.05078653729413398,#NUM!,43.04845,25.0865,0.7513365557527779,0.4378416529722222,0,0
909,42179,0,198,43,1.284,25,6.203,1.45,29,17,Brun,2,Métallique,2,Artificiel,18,Bulgarie,0,Cuivre,"N 43°01,284' E 25°06,203'","Sevlievo, Bulgarie","Visite de l'atelier de Stanimir",Sevlievo,Sevlievo,2015,6,24,13638,2327.6117286430285,2314.695504639325,3.3069842796169966,#NUM!,43.0214,25.103383333333333,0.7508644445888889,0.43813632247870365,0,0
910,42180,50,153,43,10.253,24,44.037,0.55,45,17,Brun,2,Métallique,2,Artificiel,18,Bulgarie,0,"Douille de munition","N 43°10,253' E 24°44,037'","Lovech, Bulgarie ","Séparation jusqu'à Belgrade",Sevlievo,Lovech,2015,6,25,13688,2293.452307228775,2281.0958434792205,34.303393012633585,#NUM!,43.170883333333336,24.73395,0.7534734187287037,0.43168849989166663,0,0
911,42181,65,31,43,33.623,24,55.722,0.73,32,3,"Jaune Orangé",3,Plastique,2,Artificiel,18,Bulgarie,0,"Bras de poupée ","N 43°33,623' E 24°55,722'","Novchene, Bulgarie","Vue sur tournesol ",Lovech,Novchene,2015,6,26,13753,2290.94501105396,2278.628985220456,46.09587500008117,#NUM!,43.560383333333334,24.9287,0.7602714704231481,0.43508752573888887,0,0
912,42182,45,90,43,41.894,24,49.069,0.14,12,16,Transparent,0,Mixte,2,Artificiel,18,Bulgarie,0,LED,"N 43°41,894' E 24°49,069'","Cherkovitsa, Bulgarie","Rencontre avec le Danube",Novchene,Cherkovitsa,2015,6,27,13798,2276.8407256116975,2264.750534625605,17.741963671719166,#NUM!,43.698233333333334,24.817816666666666,0.7626774047648148,0.43315224812129627,0,0
913,42183,70,12,43,40.229,24,10.458,4.54,51,14,Gris,2,Métallique,2,Artificiel,18,Bulgarie,0,Clé,"N 43°40,229' E 24°10,458'","Ostrov,Bulgarie","Rencontre avec la folle du village",Cherkovitsa,Ostrov,2015,6,28,13868,2230.1328842119765,2218.7708635614817,51.85239941110703,#NUM!,43.67048333333334,24.1743,0.7621930763064815,0.4219207729833333,0,0
914,42184,60,37,43,46.225,23,43.829,1.12,27,4,Jaune,2,Métallique,2,Artificiel,18,Bulgarie,0,Douille,"N 43°46,225' E 23°43,829'","Kozloduy, Bulgarie",Sheten,Ostrov,Kozloduy,2015,6,29,13928,2192.905107074895,2182.1020945873643,37.367796373969426,#NUM!,43.77041666666667,23.730483333333332,0.7639372405324074,0.4141747174175926,0,0
915,42185,0,34,43,46.565,23,43.826,0.2,14,12,Rouge,3,Plastique,2,Artificiel,18,Bulgarie,1,"Plastique rouge","N 43°46,565' E 23°43,826'","Kozloduy, Bulgarie","Day off",Kozloduy,Kozloduy,2015,6,30,13928,2192.6637927184524,2181.8643427156153,0.630294874710167,#NUM!,43.77608333333333,23.730433333333334,0.7640361424398148,0.41417384475370367,0,0
916,42186,50,36,43,49.639,23,12.776,1.11,58,0,Mixte,3,Plastique,2,Artificiel,18,Bulgarie,0,"Étiquette de radio cassette ","N 43°49,639, E 23 °12,776'","Lom, Bulgarie","Dîner avec couché de soleil sur le Danube",Kozloduy,Lom,2015,7,1,13978,2152.0272993028975,2141.8166718024845,41.93200140948466,#NUM!,43.82731666666667,23.212933333333332,0.764930332037963,0.4051417735037037,0,0
917,42187,65,51,44,3.438,22,52.356,0.11,53,11,"Rouge Violet",3,Plastique,2,Artificiel,18,Bulgarie,0,"Plastique rose","N 44°03,438' E 22°52,356'","Kapitanovotsi, Bulgarie","Junkys de Vidin",Lom,Kapitanovtsi,2015,7,2,14043,2117.232730176115,2107.508958357538,37.37981567658653,#NUM!,44.0573,22.8726,0.7689442950388888,0.39920184129999997,0,0
918,42188,55,56,44,13.475,22,31.852,0.3,65,4,Jaune,3,Plastique,2,Artificiel,19,Serbie,0,"Mini cuillère","N 44°13,475' E 22°31,852'","Negotin, Serbie","Bienvenu en Serbie",Kapitanovtsi,Negotin,2015,7,3,14098,2085.068573067838,2075.7808756623876,33.01847562790939,#NUM!,44.224583333333335,22.530866666666668,0.7718639375231482,0.3932374745074074,0,0
919,42189,70,73,44,40.264,22,30.313,0.62,18,14,Gris,2,Métallique,2,Artificiel,19,Serbie,0,Munition,"N 44°40,264' E 22°30,313'","Iron gate, Serbie","Sieste dans un jardin privé ",Negotin,Iron-gate,2015,7,4,14168,2065.847893298544,2056.8144625346304,49.70241244063383,#NUM!,44.67106666666667,22.505216666666666,0.7796565351629628,0.39278979793240737,0,0
920,42190,75,126,44,34.416,22,1.072,0.86,20,14,Gris,2,Métallique,2,Artificiel,19,Serbie,1,"Tube alu brisé","N 44°34,416' E 22°01,072'","Route de Dobra, tunnel n11, Serbie","Le Danube comme un lac sans fin ",Iron-gate,Route-de-Dobra,2015,7,5,14243,2033.269938340852,2024.656815006647,40.07541397568705,#NUM!,44.5736,22.017866666666666,0.7779554223555555,0.38428394300740737,0,0
921,42191,60,76,44,45.266,21,31.763,1.37,26,15,Noir,0,Mixte,2,Artificiel,19,Serbie,0,"Axe de voiture jouet","N 44°45,266' E 21°31,763'","Vieliko Gradishtie, Serbie","Bain revigorant dans le Danube.",Route-de-Dobra,Vieliko-Gradishtie,2015,7,6,14303,1990.096364736072,1982.0199039943955,43.56425551967605,#NUM!,44.75443333333333,21.52938333333333,0.7811115567537036,0.3757583077009259,0,0
922,42192,55,70,44,44.721,21,6.917,0.44,18,1,"Rouge Orangé",3,Plastique,2,Artificiel,19,Serbie,0,"Poisson Plastique","N 44°44,721' E 21°06,917'","Malo Bavaniste, Serbie","Guet-apens chez un pécheur ",Vieliko-Gradishtie,Malo-Bavaniste,2015,7,7,14358,1959.6173227013112,1951.9060036980818,32.725924679239235,#NUM!,44.74535,21.115283333333334,0.7809530228138889,0.36853090537314814,0,0
923,42193,80,123,44,48.977,20,27.63,2.51,36,14,Gris,2,Métallique,2,Artificiel,19,Serbie,0,"Porte clé","N 44°48,977' E 20°27,630'",Belgrade,Canicule,Malo-Bavaniste,Belgrade,2015,7,8,14438,1908.2574202490466,1901.1362348175678,52.293050424711765,#NUM!,44.81628333333333,20.4605,0.7821910419842593,0.3571027899722222,0,0
924,42194,0,120,44,48.734,20,28.256,0.83,30,2,Orange,1,Végétale,2,Artificiel,19,Serbie,0,Tourillon,"N 44°48,734' E 20°28,256'","Belgrade, Bulgarie",Boulot,Belgrade,Belgrade,2015,7,9,14438,1909.1836255596068,1902.0520736891003,0.9384139319025527,#NUM!,44.81223333333333,20.470933333333335,0.7821203562092591,0.3572848858370371,0,0
925,42195,0,114,44,48.783,20,28.272,0.17,20,14,Gris,2,Métallique,2,Artificiel,19,Serbie,0,"Languette fer","N 44°48,783' E 20°28,272'","Takovska, Belgrad, Serbie",Vernissage,Belgrade,Belgrade,2015,7,10,14438,1909.1732363525764,1902.041800817684,0.09324003625658231,#NUM!,44.81305,20.4712,0.7821346097194444,0.3572895400444444,0,0
926,42196,0,124,44,48.97,20,27.609,0.13,24,3,"Jaune Orangé",2,Métallique,2,Artificiel,19,Serbie,0,"Languette cuivre","N 44°48,970' E 20°27,609'","Trg republike, Belgrad, Serbie","Prolongation à Belgrad",Belgrade,Belgrade,2015,7,11,14438,1908.2356941631317,1901.1147517776692,0.9382646153077872,#NUM!,44.81616666666667,20.46015,0.7821890057685186,0.35709668132499994,0,0
927,42197,0,115,44,48.915,20,27.365,0.65,6,14,Gris,2,Métallique,2,Artificiel,19,Serbie,0,Vis,"N 44°48,915' E 20°27,365'","Carice Milice, Belgrad, Serbie","Day off",Belgrade,Belgrade,2015,7,12,14438,1907.9670226691244,1900.849085409311,0.3366752698972175,#NUM!,44.81525,20.456083333333332,0.7821730069305555,0.35702570466203704,0,0
928,42198,0,118,44,49.045,20,27.678,0.13,25,4,Jaune,3,Plastique,2,Artificiel,19,Serbie,0,"Jouet plastique","N 44°49,045' E 20°27,678'","Dositejeva, Belgrad, Serbie","Day off ",Belgrade,Belgrade,2015,7,13,14438,1908.2750182496686,1901.1536359483105,0.47695836311690587,#NUM!,44.81741666666667,20.4613,0.7822108223657408,0.3571167525944445,0,0
929,42199,0,123,44,48.799,20,28.225,0.09,17,14,Gris,2,Métallique,2,Artificiel,19,Serbie,0,Ressort,"N 44°48,799' E 20°28,225'","Belgrade, Serbie","Day off ",Belgrade,Belgrade,2015,7,14,14438,1909.1050799054344,1901.974407537211,0.851695985374696,#NUM!,44.813316666666665,20.470416666666665,0.7821392639268517,0.3572758683101851,0,0
930,42200,60,73,45,9.215,20,14.569,1.78,22,14,Gris,2,Métallique,2,Artificiel,19,Serbie,1,"Objet métal","N 45°09,215' E 20°14,569'","Stari Slankamen, Serbie ","Départ de Belgrade ",Belgrade,Stari-Slankamen,2015,7,15,14498,1879.8957692173983,1873.0871806889693,41.86851493709546,#NUM!,45.15358333333333,20.242816666666666,0.7880780325787037,0.3533035022879629,0,0
931,42201,85,76,45,15.372,19,31.936,0.38,16,1,"Rouge Orangé",3,Plastique,2,Artificiel,19,Serbie,0,"Chaussure poupée","N 45°15,372' E 19°31,936'","Celarevo, Serbie","Canicule round 2",Stari-Slankamen,Celarevo,2015,7,16,14583,1823.4379756035544,1817.2241835883026,56.841273266454564,#NUM!,45.2562,19.532266666666665,0.7898690297666666,0.34090207576296294,0,0
932,42202,75,90,45,28.324,18,58.536,4.22,75,0,Mixte,0,Mixte,2,Artificiel,20,Hongrie,0,"Super glue","N 45°28,324' E 18°58,536'","Dajl, Croatie ","Bienvenue en Croatie",Celarevo,Dajl,2015,7,17,14658,1774.6880206217756,1768.9590944188044,49.687996578729056,#NUM!,45.47206666666667,18.9756,0.793636610662963,0.3311864178,0,0
